"source_header_ref","xlcall_category","xlcall_symbol","xlcall_numeric_code","xlcall_flag_kind","xlcall_code_expression","oxfunc_surface_stable_id","oxfunc_canonical_surface_name","oxfunc_match_status","note"
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfHelp","181","","181","","HELP","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetBar","182","","182","","GETBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfProduct","183","","183","FUNC.PRODUCT","PRODUCT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFact","184","","184","FUNC.FACT","FACT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetCell","185","","185","","GETCELL","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetWorkspace","186","","186","","GETWORKSPACE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetWindow","187","","187","","GETWINDOW","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetDocument","188","","188","","GETDOCUMENT","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDproduct","189","","189","FUNC.DPRODUCT","DPRODUCT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfIsnontext","190","","190","FUNC.ISNONTEXT","ISNONTEXT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetNote","191","","191","","GETNOTE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNote","192","","192","","NOTE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfStdevp","193","","193","FUNC.STDEVP","STDEVP","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfVarp","194","","194","FUNC.VARP","VARP","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDstdevp","195","","195","FUNC.DSTDEVP","DSTDEVP","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDvarp","196","","196","FUNC.DVARP","DVARP","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfTrunc","197","","197","FUNC.TRUNC","TRUNC","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfIslogical","198","","198","FUNC.ISLOGICAL","ISLOGICAL","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDcounta","199","","199","FUNC.DCOUNTA","DCOUNTA","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDeleteBar","200","","200","","DELETEBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfUnregister","201","","201","","UNREGISTER","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfUsdollar","204","","204","","USDOLLAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFindb","205","","205","","FINDB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSearchb","206","","206","","SEARCHB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfReplaceb","207","","207","","REPLACEB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfLeftb","208","","208","","LEFTB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRightb","209","","209","","RIGHTB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfMidb","210","","210","","MIDB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfLenb","211","","211","","LENB","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRoundup","212","","212","FUNC.ROUNDUP","ROUNDUP","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRounddown","213","","213","FUNC.ROUNDDOWN","ROUNDDOWN","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAsc","214","","214","FUNC.ASC","ASC","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDbcs","215","","215","FUNC.DBCS","DBCS","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRank","216","","216","FUNC.RANK","RANK","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAddress","219","","219","FUNC.ADDRESS","ADDRESS","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDays360","220","","220","FUNC.DAYS360","DAYS360","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfToday","221","","221","FUNC.TODAY","TODAY","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfVdb","222","","222","FUNC.VDB","VDB","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfMedian","227","","227","FUNC.MEDIAN","MEDIAN","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSumproduct","228","","228","FUNC.SUMPRODUCT","SUMPRODUCT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSinh","229","","229","FUNC.SINH","SINH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCosh","230","","230","FUNC.COSH","COSH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfTanh","231","","231","FUNC.TANH","TANH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAsinh","232","","232","FUNC.ASINH","ASINH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAcosh","233","","233","FUNC.ACOSH","ACOSH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAtanh","234","","234","FUNC.ATANH","ATANH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDget","235","","235","FUNC.DGET","DGET","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCreateObject","236","","236","","CREATEOBJECT","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfVolatile","237","","237","","VOLATILE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfLastError","238","","238","","LASTERROR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCustomUndo","239","","239","","CUSTOMUNDO","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCustomRepeat","240","","240","","CUSTOMREPEAT","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFormulaConvert","241","","241","","FORMULACONVERT","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetLinkInfo","242","","242","","GETLINKINFO","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfTextBox","243","","243","","TEXTBOX","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfInfo","244","","244","FUNC.INFO","INFO","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGroup","245","","245","","GROUP","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetObject","246","","246","","GETOBJECT","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDb","247","","247","FUNC.DB","DB","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfPause","248","","248","","PAUSE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfResume","251","","251","","RESUME","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFrequency","252","","252","FUNC.FREQUENCY","FREQUENCY","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAddToolbar","253","","253","","ADDTOOLBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfDeleteToolbar","254","","254","","DELETETOOLBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfResetToolbar","256","","256","","RESETTOOLBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfEvaluate","257","","257","","EVALUATE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetToolbar","258","","258","","GETTOOLBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetTool","259","","259","","GETTOOL","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSpellingCheck","260","","260","","SPELLINGCHECK","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfErrorType","261","","261","","ERRORTYPE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAppTitle","262","","262","","APPTITLE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfWindowTitle","263","","263","","WINDOWTITLE","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSaveToolbar","264","","264","","SAVETOOLBAR","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfEnableTool","265","","265","","ENABLETOOL","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfPressTool","266","","266","","PRESSTOOL","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRegisterId","267","","267","FUNC.REGISTER.ID","REGISTER.ID","matched_current_catalog","Registration/invocation seam row; see W046."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGetWorkbook","268","","268","","GETWORKBOOK","not_in_current_catalog","No exact current-baseline OxFunc catalog row matched the XLCALL built-in symbol."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfAvedev","269","","269","FUNC.AVEDEV","AVEDEV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfBetadist","270","","270","FUNC.BETADIST","BETADIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGammaln","271","","271","FUNC.GAMMALN","GAMMALN","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfBetainv","272","","272","FUNC.BETAINV","BETAINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfBinomdist","273","","273","FUNC.BINOMDIST","BINOMDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfChidist","274","","274","FUNC.CHIDIST","CHIDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfChiinv","275","","275","FUNC.CHIINV","CHIINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCombin","276","","276","FUNC.COMBIN","COMBIN","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfConfidence","277","","277","FUNC.CONFIDENCE","CONFIDENCE","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCritbinom","278","","278","FUNC.CRITBINOM","CRITBINOM","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfEven","279","","279","FUNC.EVEN","EVEN","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfExpondist","280","","280","FUNC.EXPONDIST","EXPONDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFdist","281","","281","FUNC.FDIST","FDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFinv","282","","282","FUNC.FINV","FINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFisher","283","","283","FUNC.FISHER","FISHER","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFisherinv","284","","284","FUNC.FISHERINV","FISHERINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFloor","285","","285","FUNC.FLOOR","FLOOR","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGammadist","286","","286","FUNC.GAMMADIST","GAMMADIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfGammainv","287","","287","FUNC.GAMMAINV","GAMMAINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCeiling","288","","288","FUNC.CEILING","CEILING","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfHypgeomdist","289","","289","FUNC.HYPGEOMDIST","HYPGEOMDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfLognormdist","290","","290","FUNC.LOGNORMDIST","LOGNORMDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfLoginv","291","","291","FUNC.LOGINV","LOGINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNegbinomdist","292","","292","FUNC.NEGBINOMDIST","NEGBINOMDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNormdist","293","","293","FUNC.NORMDIST","NORMDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNormsdist","294","","294","FUNC.NORMSDIST","NORMSDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNorminv","295","","295","FUNC.NORMINV","NORMINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfNormsinv","296","","296","FUNC.NORMSINV","NORMSINV","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfStandardize","297","","297","FUNC.STANDARDIZE","STANDARDIZE","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfOdd","298","","298","FUNC.ODD","ODD","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfPermut","299","","299","FUNC.PERMUT","PERMUT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfPoisson","300","","300","FUNC.POISSON","POISSON","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfTdist","301","","301","FUNC.TDIST","TDIST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfWeibull","302","","302","FUNC.WEIBULL","WEIBULL","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSumxmy2","303","","303","FUNC.SUMXMY2","SUMXMY2","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSumx2my2","304","","304","FUNC.SUMX2MY2","SUMX2MY2","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfSumx2py2","305","","305","FUNC.SUMX2PY2","SUMX2PY2","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfChitest","306","","306","FUNC.CHITEST","CHITEST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCorrel","307","","307","FUNC.CORREL","CORREL","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfCovar","308","","308","FUNC.COVAR","COVAR","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfForecast","309","","309","FUNC.FORECAST","FORECAST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFtest","310","","310","FUNC.FTEST","FTEST","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfIntercept","311","","311","FUNC.INTERCEPT","INTERCEPT","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfPearson","312","","312","FUNC.PEARSON","PEARSON","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfRsq","313","","313","FUNC.RSQ","RSQ","matched_current_catalog",""
