"surface","file","matches","final_owner","deletion_batch","deletion_route","notes"
"ReferenceLike","crates/oxfunc_core/src/functions/adapters.rs","12","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/amor_depreciation_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/and_fn.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/array_text_split_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/asin.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/atan2.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/avedev_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/average.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/averagea_fn.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/base_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/beta_gamma_stats_family.rs","1","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/binary_numeric.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/bond_core_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/call_register_id_family.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/callable_helpers.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/cashflow_rate_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/ceiling_floor_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/cell.rs","5","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/choose_ifs_family.rs","6","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/clean_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/column_fn.rs","5","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/columns_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/complex_family.rs","1","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/concat_family.rs","6","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/confidence_test_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/count.rs","7","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/counta.rs","7","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/countblank_fn.rs","8","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/coupon_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/criteria_family.rs","11","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/database_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/date_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/date_parts_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/date_value_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/delta_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/depreciation_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/devsq_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/discrete_dist_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/dollar_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/dollar_fraction_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/dynamic_array_reshape_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/error_type_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/exact_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/fixed_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/gcd_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/groupby_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/hstack.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/hyperlink_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/if_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/iferror.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/ifna_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/image_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/index.rs","19","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/indirect.rs","8","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/info_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/is_predicates_family.rs","6","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/iseven_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/isnumber.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/legacy_stats_alias_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/log_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/lookup_prob_frequency_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/match_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/matrix_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/max_fn.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/median_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/min_fn.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/misc_switch_info_family.rs","5","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/mode_sngl_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/moment_stats_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/n_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/not_fn.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/number_regex_translate_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/offset.rs","12","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/op_add.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/op_implicit_intersection.rs","8","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/op_spill_ref.rs","12","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/operator_arithmetic_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/operator_compare_concat_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/operator_reference_family.rs","19","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/or_fn.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/pivotby_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/product.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/randbetween_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/reference_metadata_family.rs","8","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/regression_forecast_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/roman_fn.rs","1","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/round_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/row_fn.rs","7","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/rows_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/rtd_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/sequence.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/sin.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/special_dist_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/statistical_tests_family.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/subtotal_aggregate_family.rs","6","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/sum.rs","11","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/sumproduct_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/sumsq.rs","4","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/surface_dispatch.rs","11","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/switch_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/t_fn.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/test_alias_family.rs","3","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/text_b_compat_family.rs","1","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
"ReferenceLike","crates/oxfunc_core/src/functions/text_compat_locale_family.rs","2","Typed ReferenceLike payload","W099-002,W099-009,W099-015","Native payload becomes system/identity/display; reference-sensitive functions move to provider facts/operations; old shape deleted in W099-015.","Compatibility textual constructors allowed only with deletion ownership."
